"id","code_digits","bank_account_view_id/id","visible","complete_tax_set","property_account_expense/id","property_account_expense_categ/id","property_account_income/id","property_account_income_categ/id","name","property_account_expense_opening/id","property_account_income_opening/id","parent_id/id","property_account_payable/id","property_account_receivable/id","account_root_id/id","tax_code_root_id/id"
"megis-oe.megis-oe_chart_template","4","megis-oe.a_10","True","True",,"megis-oe.a_7001",,"megis-oe.a_8100","Gooimeer Grootboekschema",,,,"megis-oe.a_1500","megis-oe.a_1300","megis-oe.a_root","megis-oe.btw_code_chart_root"
